SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
02532.*A,AIRPORT,1V6,9/20/12,ANM,DEN,CO,COLORADO,FREMONT,CO,CANON CITY,FREMONT COUNTY,PU,PU,FREMONT COUNTY,615 MACON,"CANON CITY, CO 81212",    719-276-7300,RICHARD BAKER,60298 HIGHWAY 50,"PENROSE, CO 81240",    719-784-3816,38-25-42.8158N,138342.8158N,105-06-24.6750W,378384.6750W,E,5442,S,11E,1995,1058,DENVER,6,E,620,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,DEN,Y,3/1/41,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,10012009,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,60,7,4,1,8,,2,,,800,4200,7200,1578,12/31/08,ARPTS CONTRACTOR,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,GLD,INSTR,PAJA,RNTL,SALES,TOW",Y-L
02543.*A,AIRPORT,COS,9/20/12,ANM,DEN,CO,COLORADO,EL PASO,CO,COLORADO SPRINGS,CITY OF COLORADO SPRINGS MUNI,PU,PU,CITY OF COLORADO SPRINGS,"7770 MILTON E PROBY PKWY, SUITE 50","COLORADO SPRINGS, CO 80916",    719-385-5457,MARK N. EARLE,"7770 MILTON E PROBY PKWY, SUITE 50","COLORADO SPRINGS, CO 80916",    719-550-1900,38-48-20.9000N,139700.9000N,104-42-02.8000W,376922.8000W,E,6187,S,09E,2010,,DENVER,6,SE,7200,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,COS,Y,4/1/40,O,I C S 05/1973,NGPY,NO OBJECTION,N,Y,Y,Y,F,F,6082011,,100LLA,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,,N,CG,N,,146,64,34,2,,46,,20881,,26837,41573,46913,17040,12/1/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y
02546.1*A,AIRPORT,CEZ,9/20/12,ANM,DEN,CO,COLORADO,MONTEZUMA,CO,CORTEZ,CORTEZ MUNI,PU,PU,CITY OF CORTEZ,210 EAST MAIN,"CORTEZ, CO 81321",    970-565-3402,RUSS MACHEN,210 EAST MAIN STREET,"CORTEZ, CO 81321",    970-565-7458,37-18-10.8000N,134290.8000N,108-37-41.0000W,391061.0000W,E,5918,S,12E,2000,,DENVER,3,SW,622,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,CEZ,Y,7/1/49,O,III A S 07/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,7272011,,100LLA,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SEE RMK,N,122.8,122.8,Y,CG,N,,26,1,0,0,,,5,0,,2016,2000,8000,20,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L
02558.*A,AIRPORT,8V1,9/20/12,ANM,DEN,CO,COLORADO,RIO GRANDE,CO,DEL NORTE,ASTRONAUT KENT ROMINGER,PU,PU,RIO GRANDE COUNTY,P.O. BOX 396,"DEL NORTE, CO 81132",    719-657-0846,DON MCCALLISTER,0637 COUNTY ROAD 22,"DEL NORTE, CO 81132",    719-657-0846,37-42-50.0090N,135770.0090N,106-21-06.7074W,382866.7074W,E,7949,E,12E,1985,,DENVER,3,N,610,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,DEN,Y,5/1/47,O,,,NOT ANALYZED,N,N,N,N,S,S,9032009,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,18,1,,,,,,,,,960,240,,9/3/09,,,,,,TIE,,Y
02572.*A,AIRPORT,APA,9/20/12,ANM,DEN,CO,COLORADO,ARAPAHOE,CO,DENVER,CENTENNIAL,PU,PU,ARAPAHOE CO PUBLIC ARPT AUTH,7800 S PEORIA ST,"ENGLEWOOD, CO 80112",    303-790-0598,ROBERT OLISLAGERS,7800 SOUTH PEORIA ST,"ENGLEWOOD, CO 80112",    303-790-0598,39-34-12.4000N,142452.4000N,104-50-57.5000W,377457.5000W,E,5885,S,11E,1995,1000,DENVER,15,SE,1400,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,APA,Y,3/1/68,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,6202011,,100LLA,MAJOR,MAJOR,,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,575,133,121,20,,,,0,,31308,124264,119049,8565,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AMB,AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y-L
02573.*A,AIRPORT,DEN,9/20/12,ANM,DEN,CO,COLORADO,DENVER,CO,DENVER,DENVER INTL,PU,PU,CITY & COUNTY OF DENVER,DEPT OF AVIATION,"DENVER, CO 80249",    303-342-2200,KIM DAY,"ADMIN BLDG, 8500 PENA BLVD","DENVER, CO 80249",    303-342-2200,39-51-42.0000N,143502.0000N,104-40-23.4000W,376823.4000W,E,5433,S,08E,2015,,DENVER,16,NE,33531,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,DEN,Y,8/1/93,O,I E S 02/1995,NGY,NO OBJECTION,,,,,F,F,9022011,8021993,100  100LLA    MOGAS,MAJOR,MAJOR,HIGH,HIGH,SS-SR,SS-SR,Y,122.95,,N,CG,Y,,,2,,,,,,452223,,178742,,3628,87,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,,Y
02575.1*A,AIRPORT,FTG,9/20/12,ANM,DEN,CO,COLORADO,ADAMS,CO,DENVER,FRONT RANGE,PU,PU,FRONT RANGE AIRPORT AUTH,5200 FRONT RANGE PKWY,"WATKINS, CO 80137",    303-261-9100,DENNIS HEAP,5200 FRONT RANGE PKWY,"WATKINS, CO 80137",    303-261-9100,39-47-03.1200N,143223.1200N,104-32-15.4400W,376335.4400W,E,5512,S,08E,2015,988,DENVER,19,E,3349,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,FTG,Y,9/1/84,O,,NGY,NO OBJECTION,,,,Y,S,S,5242011,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,120.2,Y,CG,N,,249,60,7,5,,,15,,,31,33712,25735,1208,12/31/10,NACO,00:00.0,NGS,00:00.0,,"HGR,TIE","AGRI,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
02569.*A,AIRPORT,BJC,9/20/12,ANM,DEN,CO,COLORADO,JEFFERSON,CO,DENVER,ROCKY MOUNTAIN METROPOLITAN,PU,PU,JEFFERSON COUNTY,100 JEFFERSON CO PKWY,"GOLDEN, CO 80419",    303-271-0500,KENNETH MAENPA,11755 AIRPORT WAY,"BROOMFIELD, CO 80021",    303-271-4850,39-54-31.7000N,143671.7000N,105-07-01.9000W,378421.9000W,E,5673,S,11E,1995,,DENVER,9,NW,1700,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,BJC,Y,10/1/60,O,II A S 02/2008,NGY,NO OBJECTION,,N,,,S,F,8042011,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,,118.6,Y,CG,N,,246,63,31,16,,,,5,,4601,62614,55145,1019,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
02586.1*A,AIRPORT,DRO,9/20/12,ANM,DEN,CO,COLORADO,LA PLATA,CO,DURANGO,DURANGO-LA PLATA COUNTY,PU,PU,DURANGO CITY LA PLATA CO,1000 AIRPORT ROAD BOX 1,"DURANGO, CO 81303",    970-382-6069,RON DENT,1000 AIRPORT ROAD BOX 1,"DURANGO, CO 81303",    970-382-6069,37-09-05.4600N,133745.4600N,107-45-13.5690W,387913.5690W,E,6685,S,10E,2010,,DENVER,10,SE,1281,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,DRO,Y,11/1/46,O,I B S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,3302012,,100LLA,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,61,8,0,1,0,,,2248,,6272,10000,10000,500,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,SALES",Y-L
02588.*A,AIRPORT,EGE,9/20/12,ANM,DEN,CO,COLORADO,EAGLE,CO,EAGLE,EAGLE COUNTY RGNL,PU,PU,EAGLE COUNTY,BOX 850,"EAGLE, CO 81631",    970-328-2648,GREG PHILLIPS,219 ELDON WILSON ROUAD,"GYPSUM, CO 81637",    970-328-2680,39-38-33.9000N,142713.9000N,106-54-57.4000W,384897.4000W,E,6547,S,13E,1980,,DENVER,4,W,632,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,EGE,Y,7/1/40,O,I C S 12/1986,NGZY,NO OBJECTION,N,N,N,Y,F,F,8252009,,100LLA1   A1+,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,,119.8,Y,CG,N,,56,3,20,11,3,0,0,4309,,6696,2514,15062,4900,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL,SALES",Y
02603.1*A,AIRPORT,FNL,9/20/12,ANM,DEN,CO,COLORADO,LARIMER,CO,FORT COLLINS/LOVELAND,FORT COLLINS-LOVELAND MUNI,PU,PU,FORT COLLINS & LOVELAND,4900 EARHART ROAD,"LOVELAND, CO 80538",    970-962-2850,JASON LICON,4900 EARHART ROAD,"LOVELAND, CO 80538",    970-962-2852,40-27-06.5780N,145626.5780N,105-00-40.8080W,378040.8080W,E,5016,S,09E,2010,,CHEYENNE,9,SE,1065,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,FNL,Y,,O,I B S 08/1993,NGY,NO OBJECTION,N,N,N,Y,S,F,6212012,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,N,122.7,122.7,Y,CG,N,,210,6,8,12,1,,0,660,,3500,40000,63000,200,1/1/12,NGS,,NGS,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL,SALES,SURV",Y-L
02624.*A,AIRPORT,GJT,9/20/12,ANM,DEN,CO,COLORADO,MESA,CO,GRAND JUNCTION,GRAND JUNCTION REGIONAL,PU,PU,GRAND JUNCTION REG ARPT AUTH,2828 WALKER FLD DR SUITE 301,"GRAND JUNCTION, CO 81506",    970-244-9100,REX TIPPETTS,2828 WALKER FLD RD SUITE 301,"GRAND JUNCTION, CO 81506",    970-244-9100,39-07-20.6850N,140840.6850N,108-31-36.2450W,390696.2450W,E,4858,S,13E,1990,,DENVER,3,NE,2357,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,GJT,Y,4/1/40,O,I B S 05/1973,NGSY3,NO OBJECTION,N,N,N,Y,F,F,8312011,,100LLA,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,118.1,Y,CG,N,,86,9,4,3,,,,1416,,15502,8789,21562,3718,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
02627.*A,AIRPORT,GXY,9/20/12,ANM,DEN,CO,COLORADO,WELD,CO,GREELEY,GREELEY-WELD COUNTY,PU,PU,GREELEY-WELD CO ARPT AUTH,PO BOX 727,"GREELEY, CO 80632",    970-336-3000,GARY CYR,PO BOX 727,"GREELEY, CO 80632",    970-336-3000,40-26-14.7000N,145574.7000N,104-37-59.6000W,376679.6000W,E,4697,S,11E,1995,800,CHEYENNE,3,E,1198,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,GXY,Y,10/1/44,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,3012011,,100LLA,MAJOR,MAJOR,HIGH/LOW,,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,161,26,4,4,,,0,,,,84500,57500,1000,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AGRI,AMB,CHTR,INSTR,RNTL",Y-L
02631.*A,AIRPORT,GUC,9/20/12,ANM,DEN,CO,COLORADO,GUNNISON,CO,GUNNISON,GUNNISON-CRESTED BUTTE RGNL,PU,PU,COUNTY OF GUNNISON,519 RIO GRANDE,"GUNNISON, CO 81230",    970-641-2304,JOHN DEVORE,519 RIO GRANDE,"GUNNISON, CO 81230",    970-641-2304,38-32-02.2000N,138722.2000N,106-55-58.9000W,384958.9000W,E,7680,E,12E,1990,,DENVER,1,SW,1600,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,GUC,Y,8/1/47,O,I B S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,7092012,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SEE RMK,N,122.7,122.7,Y,CG,N,,21,4,0,,,,,837,,0,551,6194,50,1/1/12,NGS,00:00.0,AVN,00:00.0,,"HGR,TIE","AFRT,AMB,INSTR,SURV",Y-L
02635.7*A,AIRPORT,HDN,9/20/12,ANM,DEN,CO,COLORADO,ROUTT,CO,HAYDEN,YAMPA VALLEY,PU,PU,ROUTT COUNTY,PO BOX 773598,STEAMBOAT SPRNGS CO 804773598,    970-879-0108,DAVE RUPPEL,"11005 RCR 51A, PO BOX 1060","HAYDEN, CO 81639",    970-276-5004,40-28-52.2000N,145732.2000N,107-13-03.6000W,385983.6000W,E,6606,S,10E,2010,,CHEYENNE,2,SE,671,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,HDN,Y,,O,I C S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,8032011,,100LLA,NONE,NONE,HIGH/LOW,,SEE RMK,SS-SR,N,123,123,Y,CG,Y,,3,1,0,,0,,,2723,,2550,1244,3153,7,1/1/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB",Y-L
02651.*A,AIRPORT,LHX,9/20/12,ANM,DEN,CO,COLORADO,OTERO,CO,LA JUNTA,LA JUNTA MUNI,PU,PU,CITY OF LA JUNTA,PO BOX 489,"LA JUNTA, CO 81050",    719-384-8454,DAN EVEATT,P O BOX 489,"LA JUNTA, CO 81050",    719-384-5991,38-03-00.0000N,136980.0000N,103-30-35.1000W,372635.1000W,E,4229,S,09E,2005,,WICHITA,3,N,4200,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,LHX,Y,4/1/40,O,,NGPY,NO OBJECTION,N,N,N,Y,S,S,7132011,,100LLA,,,NONE,,SEE RMK,SS-SR,N,123,123,Y,CG,N,,15,0,0,0,,,,,,,1927,4623,350,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AGRI,AMB,INSTR",Y-L
02654.*A,AIRPORT,LAA,9/20/12,ANM,DEN,CO,COLORADO,PROWERS,CO,LAMAR,LAMAR MUNI,PU,PU,CITY OF LAMAR,102 EAST PARMENTER,"LAMAR, CO 81052",    719-336-4376,BILL PFEILSTICKER,102 E PARMENTER,"LAMAR, CO 81052",    719-336-2002,38-04-10.9000N,137050.9000N,102-41-18.6000W,369678.6000W,E,3706,S,11E,1980,,WICHITA,3,SW,557,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,LAA,Y,11/1/41,O,,NGY,NO OBJECTION,N,N,N,Y,F,S,7142011,,100LLA,MAJOR,MAJOR,HIGH,HIGH,,SEE RMK,N,122.8,122.8,Y,CG,N,,24,8,1,0,,,,,,3542,4000,4766,1200,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AGRI,CHTR,INSTR,RNTL,SURV",Y-L
02660.1*A,AIRPORT,LXV,9/20/12,ANM,DEN,CO,COLORADO,LAKE,CO,LEADVILLE,LAKE COUNTY,PU,PU,COUNTY COMMISSIONER,LAKE COUNTY COURTHOUSE,"LEADVILLE, CO 80461",    719-486-0993,ROBERT PENNER,BOX 952,"LEADVILLE, CO 80461",    719-486-0307,39-13-10.1000N,141190.1000N,106-18-59.1000W,382739.1000W,E,9934,S,11E,1995,,DENVER,2,SW,605,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,LXV,Y,1/1/62,O,,NGSY,NO OBJECTION,N,N,N,Y,S,S,10022009,,100LLA,,,NONE,NONE,,SEE RMK,N,122.8,122.8,Y,CG,N,,10,0,0,0,,,0,,,200,2800,5000,2000,12/31/08,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L
02692.*A,AIRPORT,MTJ,9/20/12,ANM,DEN,CO,COLORADO,MONTROSE,CO,MONTROSE,MONTROSE RGNL,PU,PU,MONTROSE COUNTY-BUILDING AUTHORITY,161 S. TOWNSEND,"MONTROSE, CO 81401",    970-249-7755,LLOYD ARNOLD,2100 AIRPORT ROAD,"MONTROSE, CO 81401",    970-249-3433,38-30-35.3000N,138635.3000N,107-53-39.3000W,388419.3000W,E,5759,S,12E,1995,,DENVER,1,NW,966,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,MTJ,Y,9/1/46,O,I B S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,7112012,,100LLA+,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,72,6,2,6,1,,0,5054,,0,9600,11200,200,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,INSTR,RNTL",Y-L
02696.*A,AIRPORT,AIB,9/20/12,ANM,DEN,CO,COLORADO,MONTROSE,CO,NUCLA,HOPKINS FIELD,PU,PU,COUNTY OF MONTROSE,BOX 997,"MONTROSE, CO 81401",    970-249-3203,LLOYD ARNOLD,BOX 58,"NUCLA, CO 81424",    970-864-7111,38-14-19.5000N,137659.5000N,108-33-47.8000W,390827.8000W,E,5940,S,11E,2005,,DENVER,2,SW,760,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,DEN,Y,9/1/46,O,,NS1,NO OBJECTION,N,N,N,Y,S,S,9292009,,100LLA,,,NONE,NONE,,SS-SR,N,122.8,122.8,Y,CG,N,,12,1,0,0,,,,,,,558,1064,50,12/31/08,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,,Y-L
02709.*A,AIRPORT,PUB,9/20/12,ANM,DEN,CO,COLORADO,PUEBLO,CO,PUEBLO,PUEBLO MEMORIAL,PU,PU,CITY OF PUEBLO,1 CITY HALL,"PUEBLO, CO 81003",    719-553-2655,MARK LOVIN,31201 BRYAN CIRCLE,"PUEBLO, CO 81001",    719-553-2760,38-17-20.9000N,137840.9000N,104-29-47.4000W,376187.4000W,E,4729,S,08E,2015,,DENVER,5,E,3872,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,PUB,Y,2/1/44,O,II A S 05/1973,NGPY,NO OBJECTION,N,N,N,Y,F,F,6102011,,100LLA,MAJOR,MAJOR,HIGH,,SEE RMK,SEE RMK,Y,122.95,119.1,Y,CG,N,,101,11,7,0,1,,,309,,5163,104994,67377,4276,1/1/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AGRI,AMB,CHTR,INSTR,RNTL,SALES,SURV",Y
02711.*A,AIRPORT,RIL,9/20/12,ANM,DEN,CO,COLORADO,GARFIELD,CO,RIFLE,GARFIELD COUNTY RGNL,PU,PU,GARFIELD COUNTY,108 8TH ST #213,"GLENWOOD SPRNGS, CO 81601-3303",    970-625-1091,BRIAN CONDIE,0375 COUNTY RD 352 BLDG 1070,"RIFLE, CO 81650",    970-625-1091,39-31-35.8000N,142295.8000N,107-43-40.8000W,387820.8000W,E,5537,S,10E,2010,,DENVER,3,E,517,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,RIL,Y,7/1/40,O,,NGY,NO OBJECTION,N,N,N,Y,S,F,6042008,,100LLA,MAJOR,MAJOR,LOW,HIGH,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,34,11,7,1,2,,0,43,,1137,2350,3560,15,6/4/08,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL",Y-L
02742.*A,AIRPORT,TEX,9/20/12,ANM,DEN,CO,COLORADO,SAN MIGUEL,CO,TELLURIDE,TELLURIDE RGNL,PU,PU,TELLURIDE REGIONAL ARPT AUTH,1500 LAST DALLAR RD. SUITE 1,"TELLURIDE, CO 81435",    970-728-8600,RICHARD NUTTALL,1500 LAST DOLLAR RD. SUITE 1,"TELLURIDE, CO 81435",    970-728-8600,37-57-13.7000N,136633.7000N,107-54-31.5000W,388471.5000W,E,9070,S,12E,2000,1414,DENVER,5,W,542,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,TEX,Y,3/1/86,O,I B S 10/1992,N,CONDITIONAL,,,,,S,F,7272011,,100LLA,,,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,123,123,Y,CG,Y,,17,2,1,0,4,0,,0,,1760,0,7160,,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,GLD",Y-L
02744.*A,AIRPORT,TAD,9/20/12,ANM,DEN,CO,COLORADO,LAS ANIMAS,CO,TRINIDAD,PERRY STOKES,PU,PU,LAS ANIMAS COUNTY,"LESLEE FRESQUEZ, 200 E 1ST ST ROOM 110","TRINIDAD, CO 81082-9607",    719-846-6271,DONAL KINSLEY,44814 CO RD 38.0,"TRINIDAD, CO 81082-9607",    719-846-6271,37-15-33.2030N,134133.2030N,104-20-27.1015W,375627.1015W,E,5762,E,10E,1995,,DENVER,10,NE,650,ZDV,ZCD,DENVER,,,,N,DEN,DENVER,,1-800-WX-BRIEF,,,,TAD,Y,4/1/40,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,7122011,,100LLA,,,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,10,1,0,0,1,,,,,750,2500,5475,2080,12/31/10,ADAM,,,,,"HGR,TIE",AGRI,Y-L
51531.*A,AIRPORT,GRO,9/20/12,AWP,HNL,CQ,N MARIANA ISLANDS,N MARIANA ISLANDS,CQ,ROTA ISLAND,ROTA INTL,PU,PU,COMMONWEALTH PORTS AUTH.,PO BOX 501055,"SAIPAN, MP 96950-1055",    670-237-3500,THOMAS A. MANGLONA,PO BOX 561,"ROTA, MP 96951",    670-532-9497,14-10-27.6787N,051027.6787N,145-14-28.0511E,522868.0511E,E,607,S,02E,1985,,GNC 7,6,NE,800,ZUA,ZUA,GUAM,,,,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,6/1/64,O,I A S 08/1980,NGY,NOT ANALYZED,N,Y,N,Y,F,F,4122011,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,123.6,Y,CG,N,,,,,,,,,1575,,76,372,15,33,3/31/11,OWNER,00:00.0,OWNER,00:00.0,,,"AFRT,CHTR",Y-L
51523.2*A,AIRPORT,GSN,9/20/12,AWP,HNL,CQ,N MARIANA ISLANDS,N MARIANA ISLANDS,CQ,SAIPAN ISLAND,FRANCISCO C. ADA/SAIPAN INTL,PU,PU,COMMONWEALTH PORTS AUTH,PO BOX 501055,"SAIPAN, MP 96950-1055", 670-237-6500/01,EDWARD M. DELEON GUERRERO,PO BOX 501055,"SAIPAN, MP 96950-1055", 670-237-6500/01,15-07-12.9180N,054432.9180N,145-43-47.9427E,524627.9427E,E,211,S,02E,1985,,GNC 7,4,SW,734,ZUA,ZUA,GUAM,,,,,HNL,HONOLULU,,1-800-WX-BRIEF,,,,GSN,Y,,O,I D S 01/1978,NGY,NO OBJECTION,Y,N,N,Y,F,F,3222012,,100  100LLA1+,NONE,NONE,NONE,NONE,,SS-SR,Y,,,Y,CG,Y,,8,4,0,,,,,5060,,41991,104,11421,120,2/29/12,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,CARGO,CHTR",Y-L
51533.1*A,AIRPORT,TNI,9/20/12,AWP,HNL,CQ,N MARIANA ISLANDS,N MARIANA ISLANDS,CQ,TINIAN ISLAND,TINIAN INTL,PU,PU,COMMONWEALTH PORTS AUTHORITY,PO BOX 501055,"SAIPAN, MP 96950-1055",    670-664-3500,JOSEPH MENDIOLA,PO BOX 501055,"SAIPAN, MP 96950-1055",    670-433-9296,14-59-57.1300N,053997.1300N,145-37-09.6600E,524229.6600E,E,271,E,01E,2005,,GNC 7,1,N,1416,ZUA,ZUA,GUAM,,,,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,5/1/73,O,I A S 07/1989,NGY,NOT ANALYZED,,,N,Y,F,F,3202012,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,123.6,Y,CG,N,,10,3,,,,,,36,,32695,891,18,48,2/29/12,ADO,00:00.0,ADO,00:00.0,,,"CARGO,CHTR",Y
